minimalmodbus.Instrument<id=0x766fb350, address=1, mode=rtu, close_port_after_each_call=False, precalculate_read_size=True, clear_buffers_before_each_transaction=True, handle_local_echo=False, debug=False, serial=Serial<id=0x766fa9f0, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=False, rtscts=False, dsrdtr=False)>
2020-10-29 15:17:05.843647, program start

2020-10-29 15:17:05.843783, 212.500, 2.388, 497.900, 511.969, 118.800, 0.973, 0.000, 50.000, 389.756, 0.001, 28.989, 43.264, 389.757, 72.253
2020-10-29 15:21:42.927689, 212.000, 2.753, 570.000, 570.199, 10.800, 1.000, 0.000, 49.950, 389.765, 0.001, 28.989, 43.264, 389.766, 72.253
2020-10-29 15:22:43.865618, 213.100, 2.767, 575.700, 575.907, 15.300, 1.000, 0.000, 50.000, 389.774, 0.001, 28.989, 43.264, 389.775, 72.253
2020-10-29 15:23:44.825711, 214.500, 2.772, 580.700, 581.004, 16.500, 1.000, 0.000, 50.000, 389.782, 0.001, 28.990, 43.264, 389.784, 72.254
2020-10-29 15:24:45.775580, 213.900, 2.620, 534.100, 545.291, 109.700, 0.980, 0.000, 50.040, 389.791, 0.001, 28.991, 43.264, 389.792, 72.255
2020-10-29 15:25:46.721361, 212.800, 3.023, 620.000, 626.392, 88.600, 0.990, 0.000, 50.040, 389.800, 0.001, 28.992, 43.264, 389.801, 72.256
2020-10-29 15:26:47.625674, 212.500, 2.935, 599.500, 605.611, 85.200, 0.990, 0.000, 50.040, 389.809, 0.001, 28.994, 43.264, 389.810, 72.258
2020-10-29 15:27:48.586399, 212.900, 2.820, 445.400, 454.349, 89.500, 0.980, 0.000, 50.000, 389.818, 0.001, 28.995, 43.264, 389.819, 72.259
2020-10-29 15:28:49.475609, 214.400, 2.801, 578.200, 584.896, 88.100, 0.989, 0.000, 50.040, 389.827, 0.001, 28.997, 43.264, 389.828, 72.261
2020-10-29 15:29:50.425621, 215.900, 1.988, 389.600, 399.965, 90.200, 0.974, 0.000, 50.040, 389.836, 0.001, 28.998, 43.264, 389.837, 72.262
2020-10-29 15:30:51.364787, 214.900, 2.045, 390.900, 401.519, 91.500, 0.974, 0.000, 50.000, 389.845, 0.001, 29.000, 43.264, 389.846, 72.264
2020-10-29 15:31:52.311636, 213.100, 2.830, 580.200, 586.174, 83.300, 0.990, 0.000, 50.040, 389.854, 0.001, 29.001, 43.264, 389.855, 72.265
2020-10-29 15:32:53.252233, 213.400, 2.873, 589.200, 592.216, 58.900, 0.995, 0.000, 50.040, 389.863, 0.001, 29.002, 43.264, 389.864, 72.266
2020-10-29 15:33:54.185613, 212.300, 2.960, 607.000, 609.197, 51.200, 0.996, 0.000, 50.040, 389.872, 0.001, 29.003, 43.264, 389.873, 72.267
2020-10-29 15:34:55.095625, 213.400, 2.933, 605.300, 608.018, 56.500, 0.996, 0.000, 50.090, 389.881, 0.001, 29.004, 43.264, 389.882, 72.268
2020-10-29 15:35:56.005615, 213.800, 2.874, 594.300, 597.228, 58.900, 0.995, 0.000, 50.040, 389.890, 0.001, 29.005, 43.264, 389.891, 72.269
2020-10-29 15:36:56.990002, 214.100, 2.909, 600.600, 603.299, 56.300, 0.996, 0.000, 50.040, 389.899, 0.001, 29.007, 43.264, 389.900, 72.271
2020-10-29 15:37:57.949378, 214.200, 2.868, 587.600, 593.745, 84.500, 0.990, 0.000, 50.040, 389.908, 0.001, 29.008, 43.264, 389.909, 72.272
2020-10-29 15:38:58.902752, 215.600, 1.969, 379.300, 389.988, 90.600, 0.973, 0.000, 50.040, 389.916, 0.001, 29.009, 43.264, 389.917, 72.273
2020-10-29 15:39:59.882240, 214.700, 1.883, 361.700, 373.391, 92.600, 0.969, 0.000, 50.040, 389.922, 0.001, 29.011, 43.264, 389.923, 72.275
2020-10-29 15:41:00.832772, 215.400, 2.058, 399.700, 405.153, 83.900, 0.978, 0.000, 50.040, 389.929, 0.001, 29.012, 43.264, 389.930, 72.276
2020-10-29 15:42:01.823397, 215.400, 1.971, 377.900, 388.399, 89.500, 0.973, 0.000, 50.040, 389.935, 0.001, 29.014, 43.264, 389.936, 72.278
2020-10-29 15:43:02.783997, 213.500, 1.984, 379.500, 389.345, 86.700, 0.975, 0.000, 50.040, 389.942, 0.001, 29.015, 43.264, 389.943, 72.279
2020-10-29 15:44:03.734611, 214.200, 1.941, 372.100, 382.725, 89.100, 0.972, 0.000, 50.040, 389.948, 0.001, 29.017, 43.264, 389.949, 72.281
2020-10-29 15:45:04.683888, unknown error
2020-10-29 15:46:06.001190, 213.900, 2.637, 524.600, 537.183, 115.300, 0.977, 0.000, 50.040, 389.965, 0.001, 29.021, 43.264, 389.966, 72.285
2020-10-29 15:47:06.965609, 213.000, 2.541, 501.800, 515.363, 117.200, 0.974, 0.000, 50.040, 389.974, 0.001, 29.023, 43.264, 389.975, 72.287
2020-10-29 15:48:07.876681, 212.500, 2.548, 503.100, 516.251, 115.400, 0.975, 0.000, 50.040, 389.983, 0.001, 29.025, 43.264, 389.984, 72.289
2020-10-29 15:49:08.828795, 212.400, 2.605, 513.400, 525.784, 113.000, 0.977, 0.000, 50.040, 389.992, 0.001, 29.026, 43.264, 389.993, 72.290
2020-10-29 15:50:09.801879, 213.500, 2.141, 413.700, 417.020, 52.100, 0.992, 0.000, 50.040, 390.000, 0.001, 29.028, 43.264, 390.001, 72.292
2020-10-29 15:51:10.747630, 214.100, 2.011, 384.000, 393.553, 86.000, 0.976, 0.000, 50.040, 390.007, 0.001, 29.029, 43.264, 390.008, 72.293
2020-10-29 15:52:11.697095, 213.700, 2.599, 515.900, 528.526, 114.700, 0.976, 0.000, 50.040, 390.015, 0.001, 29.031, 43.264, 390.016, 72.295
2020-10-29 15:53:12.646286, 213.000, 2.645, 523.100, 534.957, 111.900, 0.978, 0.000, 50.040, 390.024, 0.001, 29.033, 43.264, 390.025, 72.297
2020-10-29 15:54:13.603316, 214.000, 2.645, 525.400, 537.688, 114.200, 0.977, 0.000, 50.040, 390.032, 0.001, 29.035, 43.264, 390.033, 72.299
2020-10-29 15:55:14.537983, 212.800, 2.653, 525.900, 537.897, 112.800, 0.977, 0.000, 50.040, 390.041, 0.001, 29.037, 43.264, 390.042, 72.301
2020-10-29 15:56:15.485604, 212.900, 2.628, 521.700, 533.520, 111.300, 0.978, 0.000, 50.040, 390.050, 0.001, 29.039, 43.264, 390.051, 72.303
2020-10-29 15:57:16.425045, 212.300, 2.522, 499.900, 513.071, 115.000, 0.975, 0.000, 50.040, 390.059, 0.001, 29.040, 43.264, 390.060, 72.304
2020-10-29 15:58:17.383257, 214.300, 2.004, 383.300, 392.842, 85.900, 0.976, 0.000, 50.040, 390.066, 0.001, 29.042, 43.264, 390.067, 72.306
2020-10-29 15:59:18.338985, 213.500, 2.054, 397.500, 405.819, 81.200, 0.980, 0.000, 50.040, 390.072, 0.001, 29.044, 43.264, 390.073, 72.308
2020-10-29 16:00:19.295606, 211.100, 2.042, 384.900, 392.796, 78.300, 0.980, 0.000, 50.040, 390.078, 0.001, 29.045, 43.264, 390.079, 72.309
2020-10-29 16:01:20.233262, unknown error
2020-10-29 16:02:22.124662, unknown error
2020-10-29 16:03:23.502134, 211.500, 1.873, 358.100, 364.419, 67.100, 0.983, 0.000, 49.950, 390.098, 0.001, 29.048, 43.264, 390.099, 72.312
2020-10-29 16:04:24.461452, 212.400, 1.859, 357.400, 364.061, 68.900, 0.982, 0.000, 50.000, 390.104, 0.001, 29.049, 43.264, 390.105, 72.313
2020-10-29 16:05:25.411568, 210.000, 1.865, 354.300, 360.293, 65.000, 0.984, 0.000, 50.040, 390.110, 0.001, 29.050, 43.264, 390.111, 72.314
2020-10-29 16:06:26.364101, 211.800, 1.904, 363.100, 369.345, 67.200, 0.983, 0.000, 50.000, 390.116, 0.001, 29.052, 43.264, 390.117, 72.316
2020-10-29 16:07:27.316762, 211.800, 2.082, 400.300, 407.920, 78.400, 0.981, 0.000, 49.950, 390.123, 0.001, 29.053, 43.264, 390.124, 72.317
2020-10-29 16:08:28.266860, 211.200, 2.020, 400.000, 407.173, 75.900, 0.982, 0.000, 50.000, 390.130, 0.001, 29.054, 43.264, 390.131, 72.318
2020-10-29 16:09:29.200988, 212.500, 1.997, 383.600, 392.578, 83.100, 0.977, 0.000, 50.040, 390.136, 0.001, 29.055, 43.264, 390.137, 72.319
2020-10-29 16:10:30.182547, 212.100, 1.540, 283.700, 286.154, -36.700, 0.992, 0.000, 50.040, 390.142, 0.001, 29.056, 43.264, 390.143, 72.320
2020-10-29 16:11:31.130273, 212.100, 1.703, 309.200, 312.251, -43.300, 0.990, 0.000, 50.000, 390.147, 0.001, 29.056, 43.265, 390.148, 72.321
2020-10-29 16:12:32.079152, 210.200, 1.611, 293.300, 296.062, -40.200, 0.991, 0.000, 49.950, 390.152, 0.001, 29.056, 43.265, 390.153, 72.321
2020-10-29 16:13:33.014418, 211.300, 1.497, 276.600, 278.817, -34.500, 0.992, 0.000, 49.950, 390.157, 0.001, 29.056, 43.266, 390.158, 72.322
2020-10-29 16:14:33.968463, 213.000, 1.766, 328.800, 332.272, -47.200, 0.990, 0.000, 50.000, 390.162, 0.001, 29.056, 43.267, 390.163, 72.323
